🤠雷蒙影视直播,#genre#
凤凰中文,http://118.248.154.19:8888/udp/239.76.246.7:1234$雷蒙影视•IPV4『线路31』
凤凰中文,http://118.248.154.19:8888/udp/239.76.246.134:1234$雷蒙影视•IPV4『线路32』
凤凰中文,http://118.248.154.19:8888/udp/239.76.253.135:9000$雷蒙影视•IPV4『线路33』
凤凰中文,http://118.254.158.191:8888/udp/239.76.246.7:1234$雷蒙影视•IPV4『线路34』
凤凰中文,http://118.254.158.191:8888/udp/239.76.246.134:1234$雷蒙影视•IPV4『线路35』
凤凰中文,http://118.254.158.191:8888/udp/239.76.253.135:9000$雷蒙影视•IPV4『线路36』
凤凰中文,http://113.218.137.172:9999/udp/239.76.246.7:1234$雷蒙影视•IPV4『线路37』
凤凰中文,http://113.218.137.172:9999/udp/239.76.246.134:1234$雷蒙影视•IPV4『线路38』
凤凰中文,http://113.218.137.172:9999/udp/239.76.253.135:9000$雷蒙影视•IPV4『线路39』
凤凰中文,http://118.254.200.104:8888/udp/239.76.246.7:1234$雷蒙影视•IPV4『线路40』
凤凰中文,http://118.254.200.104:8888/udp/239.76.246.134:1234$雷蒙影视•IPV4『线路41』
凤凰中文,http://118.254.200.104:8888/udp/239.76.253.135:9000$雷蒙影视•IPV4『线路42』
凤凰中文,http://222.209.182.205:8000/udp/239.93.0.162:2192$雷蒙影视•IPV4『线路43』
凤凰中文,http://222.209.182.205:8000/udp/239.93.1.9:2192$雷蒙影视•IPV4『线路44』
凤凰中文,http://110.184.18.208:4022/udp/239.93.0.162:2192$雷蒙影视•IPV4『线路45』
凤凰中文,http://110.184.18.208:4022/udp/239.93.1.9:2192$雷蒙影视•IPV4『线路46』
凤凰中文,http://118.113.41.147:4022/udp/239.93.0.162:2192$雷蒙影视•IPV4『线路47』
凤凰中文,http://118.113.41.147:4022/udp/239.93.1.9:2192$雷蒙影视•IPV4『线路48』
凤凰中文,http://125.115.210.167:4022/udp/233.50.200.42:5140$雷蒙影视•IPV4『线路49』
凤凰中文,http://125.115.210.167:4022/udp/233.50.200.191:5140$雷蒙影视•IPV4『线路50』
凤凰中文,http://115.192.205.142:9999/udp/233.50.200.42:5140$雷蒙影视•IPV4『线路51』
凤凰中文,http://115.192.205.142:9999/udp/233.50.200.191:5140$雷蒙影视•IPV4『线路52』
凤凰中文,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pcc72.flv#http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pcc72.m3u8$雷蒙影视•IPV4『线路53』
凤凰中文,http://13457610200.8866.org:2018/live/凤凰卫视/index.m3u8$雷蒙影视•IPV4『线路54』
凤凰中文,p3p://108.181.32.169:24350/6410229e000655dd98612e41401e3e7d$雷蒙影视•IPV4『线路55』
凤凰中文,p3p://108.181.32.169:13132/6410229e000655dd98612e41401e3e7d$雷蒙影视•IPV4『线路56』
凤凰中文,http://117.28.177.45:8605/rtp/239.61.2.183:9086$雷蒙影视•IPV4『线路57』
凤凰中文,http://dms.yryyj.site:8188/udp/239.76.246.135:1234$雷蒙影视•IPV4『线路58』
凤凰中文,http://dms.yryyj.site:8188/udp/239.76.253.135:9000$雷蒙影视•IPV4『线路59』
凤凰中文,http://ayolee.com:5253/udp/239.93.0.162:2192$雷蒙影视•IPV4『线路60』
凤凰中文,http://ayolee.com:5253/udp/239.93.1.9:2192$雷蒙影视•IPV4『线路61』
凤凰中文,http://www.yao87.com:4022/udp/239.76.246.7:1234$雷蒙影视•IPV4『线路62』
凤凰中文,http://yujukoo.gicp.net:8888/udp/239.93.0.162:2192$雷蒙影视•IPV4『线路63』
凤凰中文,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226547/index.m3u8$雷蒙影视•IPV4『线路64』
凤凰中文,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel52003/index.m3u8$雷蒙影视•IPV4『线路65』
凤凰中文,http://php.17186.eu.org/phtv/fhzw.m3u8$雷蒙影视•IPV4『线路66』
凤凰中文,http://r.jdshipin.com/cCCzW$雷蒙影视•IPV4『线路67』
凤凰中文,http://117.27.190.42:9998/tsfile/live/23280_1.m3u8?key=txiptv$雷蒙影视•IPV4『线路68』
凤凰中文,http://103.95.24.37:880/fhws.m3u8$雷蒙影视•IPV4『线路69』
凤凰中文,http://mail.petzhu.top:7000/rtp/239.254.201.2:5226$雷蒙影视•IPV4『线路70』
凤凰中文,https://stream1.freetv.fun/fe3d3346f748e4ec230691be958aff27e91c225b43b5855685cd1fbe79c56f60.m3u8$雷蒙影视•IPV4『线路71』
凤凰中文,https://stream1.freetv.fun/4e695e885cc20b20b7e3ec874fe52ed75e27443778c8ff29e498c4c9d7cec4a0.m3u8$雷蒙影视•IPV4『线路72』
凤凰中文,https://stream1.freetv.fun/91dffd2dca60b65821a94747f2f3020dfc9642bb89f86ed7fa6d8b0b7487c5d2.m3u8$雷蒙影视•IPV4『线路73』
凤凰中文,https://stream1.freetv.fun/2b657a181daa345025199e7d6b8de95a1a87b19abceafbd16e2499a49da33c6f.m3u8$雷蒙影视•IPV4『线路74』
凤凰中文,https://stream1.freetv.fun/2cd8b0d0e8b7bda9c76ae4e0d554782532055b48e88e266f743eaa21ca7e44e0.ctv$雷蒙影视•IPV4『线路75』
凤凰中文,http://www.super109.top:7000/udp/239.254.201.2:5226$雷蒙影视•IPV4『线路76』
凤凰中文,http://171.212.170.57:8088/udp/239.93.1.9:2192$雷蒙影视•IPV4『线路77』
凤凰中文,http://cdn9.1678520.xyz/xsj2.1.php?id=phtv-cn$雷蒙影视•IPV4『线路78』
凤凰中文,http://s.cdhongyuan.cn:4022/udp/239.93.1.9:2192$雷蒙影视•IPV4『线路79』
凤凰中文,http://122.224.232.226:8888/udp/233.50.200.191:5140$雷蒙影视•IPV4『线路80』
凤凰中文,http://171.212.170.57:8088/udp/239.93.0.162:2192$雷蒙影视•IPV4『线路81』
凤凰中文,http://wouu.net:9977/udp/239.93.0.162:2192$雷蒙影视•IPV4『线路82』
凤凰中文,http://218.89.226.169:8888/udp/239.93.0.162:2192$雷蒙影视•IPV4『线路83』
凤凰中文,http://php.jdshipin.com:8880/jydx.php?id=37$雷蒙影视•IPV4『线路84』
凤凰中文,http://119.125.104.34:9901/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&down=1$雷蒙影视•IPV4『线路85』
凤凰中文,https://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8$雷蒙影视•IPV4『线路86』
凤凰中文,http://110.185.65.123:4443/udp/239.93.0.162:2192$雷蒙影视•IPV4『线路87』
凤凰中文,http://218.89.226.169:8888/udp/239.93.1.9:2192$雷蒙影视•IPV4『线路88』
凤凰中文,https://live.yzd.jialiangos.com:4443/live/fhw/182$雷蒙影视•IPV4『线路89』
凤凰中文,http://119.125.104.162:9901/tsfile/live/1036_1.m3u8$雷蒙影视•IPV4『线路90』
凤凰中文,http://110.185.65.123:4443/udp/239.93.1.9:2192$雷蒙影视•IPV4『线路91』
凤凰中文,http://mail.jiandjh.top:4022/udp/239.76.253.135:9000$雷蒙影视•IPV4『线路92』
凤凰中文,https://ali.hlspull.yximgs.com/live/6f394630b94772c5e73cfa38d7653e78.flv$雷蒙影视•IPV4『线路93』
凤凰中文,http://s.cdhongyuan.cn:4022/udp/239.93.0.162:2192$雷蒙影视•IPV4『线路94』
凤凰中文,http://171.223.215.229:4000/udp/239.93.0.162:2192$雷蒙影视•IPV4『线路95』
凤凰中文,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G.m3u8$雷蒙影视•IPV4『线路96』
凤凰中文,http://119.125.104.162:9901/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&down=1$雷蒙影视•IPV4『线路97』
凤凰中文,http://metatvpro.xyz:25461/W1045/4329/61$雷蒙影视•IPV4『线路98』
凤凰中文,http://ayolee.com:5253/udp/239.93.0.162:2192$雷蒙影视•IPV4『线路99』
凤凰中文,http://metatvpro.xyz:25461/W1045/4329/61$雷蒙影视•IPV4『线路100』
凤凰中文,http://php.jdshipin.com:8880/smt.php?id=phoenixtv_hd$雷蒙影视•IPV4『线路101』
凤凰中文,http://pi.0472.org/tv/cbn.php?id=xfjcHD$雷蒙影视•IPV4『线路102』
凤凰中文,http://116.199.24.6:2901/udp/225.1.101.31:7523$雷蒙影视•IPV4『线路103』
凤凰中文,http://[2409:8087:2801:22:100::45]/wh7f454c46tw14778710_346869978/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236260/index.m3u8?icpid=88888888&RTS=1717810839&from=5&hms_devid=1640&online=1717810839&vqe=3$雷蒙影视•IPV6『线路104』
凤凰中文,http://[2409:8087:2001:20:2800:0:df6e:eb24]/ott.mobaibox.com/PLTV/3/224/3221228527/index.m3u8$雷蒙影视•IPV6『线路105』
凤凰中文,http://[2409:8087:2001:20:2800:0:df6e:eb25]:80/wh7f454c46tw2443888236_158039228/ott.mobaibox.com/PLTV/3/224/3221228527/index.m3u8?icpid=3&RTS=1674369674&from=40&popid=40&hms_devid=2292&prioritypopid=40&vqe=3$雷蒙影视•IPV6『线路106』
凤凰中文,http://[2409:8087:2001:20:2800:0:df6e:eb24]:80/ott.mobaibox.com/PLTV/3/224/3221228527/index.m3u8$雷蒙影视•IPV6『线路107』
凤凰中文,http://[2409:8087:2001:20:2800:0:df6e:eb27]/wh7f454c46tw3352677969_1732462333/ott.mobaibox.com/PLTV/3/224/3221228524/index.m3u8$雷蒙影视•IPV6『线路108』
凤凰中文台,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pcc72.m3u8$雷蒙影视•IPV4『线路1』
凤凰中文台,http://219.137.203.101:8081/hls/19/index.m3u8$雷蒙影视•IPV4『线路2』
凤凰中文台,http://tvbox6.icu/tv/gdmzyd.php?id=4$雷蒙影视•IPV4『线路3』
凤凰中文台,http://119.129.172.122:8081/hls/19/index.m3u8$雷蒙影视•IPV4『线路4』
凤凰中文台,P2p://generationnexxxt.com:19806/d897c583969747fc8a362653e01faf4f#P2p://generationnexxxt.com:19806/64e1ab2a000417167359b3ca0417008f$雷蒙影视•IPV4『线路5』
凤凰中文台,P2p://generationnexxxt.com:19806/64e1ab2a000417167359b3ca0417008f$雷蒙影视•IPV4『线路6』
凤凰中文台,mitv://generationnexxxt.com:19806/d897c583969747fc8a362653e01faf4f#mitv://generationnexxxt.com:19806/64e1ab2a000417167359b3ca0417008f$雷蒙影视•IPV4『线路7』
凤凰卫视,udp://239.3.3.99:10001$雷蒙影视•IPV4『线路1』
凤凰卫视,http://119.125.104.198:9901/tsfile/live/1042_1.m3u8?key=txiptv&playlive=1&authid=0$雷蒙影视•IPV4『线路2』
凤凰卫视,http://ali.hlspull.yximgs.com/live/huanqiuhklivetvjjpcpvuejljydjjyfjoxvchjwhjwdojjjhjjlsjhbjfhjw.flv$雷蒙影视•IPV4『线路3』
凤凰卫视,http://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8$雷蒙影视•IPV4『线路4』
凤凰卫视,http://122.224.232.218:8888/rtp/233.50.200.191:5140$雷蒙影视•IPV4『线路5』
凤凰卫视,http://103.116.245.163/sxg/sxg.php?id=/test1_4000.m3u8$雷蒙影视•IPV4『线路6』
凤凰卫视,p3p://108.181.20.159:23520/602c73500002f4d29c90fa1270f21160$雷蒙影视•IPV4『线路7』
凤凰卫视,p3p://108.181.20.159:31079/602c73500002f4d29c90fa1270f21160$雷蒙影视•IPV4『线路8』
凤凰卫视,http://extraott.com:80/live/7921751389/6097373662/62830.m3u8$雷蒙影视•IPV4『线路9』
凤凰卫视,https://stream1.freetv.fun/08e5440bb83a804440e341ae792cffc38d6844b04d5a2c7a4fc5ee04a6fe6bc6.m3u8$雷蒙影视•IPV4『线路10』
凤凰卫视,http://171.88.42.147:8888/udp/239.93.0.162:2192$雷蒙影视•IPV4『线路11』
凤凰卫视,http://60.164.228.49:4040/udp/239.255.30.50:8231$雷蒙影视•IPV4『线路12』
凤凰卫视,http://58.215.231.60/live2.rxip.sc96655.com/live/test1_4000.m3u8$雷蒙影视•IPV4『线路13』
凤凰卫视中文台,http://140.224.147.11:9999/rtp/239.61.2.184:9092$雷蒙影视•IPV4『线路1』
凤凰卫视中文台,http://220.168.77.96:8082/hls/49/index.m3u8$雷蒙影视•IPV4『线路2』
凤凰卫视中文台,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pcc72.flv$雷蒙影视•IPV4『线路3』
凤凰资讯,http://182.136.166.48:8888/udp/239.93.0.118:2191$雷蒙影视•IPV4『线路1』
凤凰资讯,http://182.136.166.48:8888/udp/239.93.1.4:2191$雷蒙影视•IPV4『线路2』
凤凰资讯,http://182.138.86.254:8888/udp/239.93.0.118:2191$雷蒙影视•IPV4『线路3』
凤凰资讯,http://182.138.86.254:8888/udp/239.93.1.4:2191$雷蒙影视•IPV4『线路4』
凤凰资讯,http://118.112.148.228:4022/udp/239.93.0.118:2191$雷蒙影视•IPV4『线路5』
凤凰资讯,http://118.112.148.228:4022/udp/239.93.1.4:2191$雷蒙影视•IPV4『线路6』
凤凰资讯,http:///udp/239.255.30.70:8231$雷蒙影视•IPV4『线路7』
凤凰资讯,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pin72.m3u8$雷蒙影视•IPV4『线路8』
凤凰资讯,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzx$雷蒙影视•IPV4『线路9』
凤凰资讯,http://php.jdshipin.com:8880/smt.php?id=phoenixinfo_hd$雷蒙影视•IPV4『线路10』
凤凰资讯,http://117.114.153.26:8180/TV00000000000000000068@HHZT$雷蒙影视•IPV4『线路11』
凤凰资讯,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226320/index.m3u8$雷蒙影视•IPV4『线路12』
凤凰资讯,http://117.27.190.42:9998/tsfile/live/23279_1.m3u8$雷蒙影视•IPV4『线路13』
凤凰资讯,http://www.terrykang.cn:5678/sxg.php?id=test2_4000$雷蒙影视•IPV4『线路14』
凤凰资讯,http://ycsj.aguihome.com:4022/rtp/233.50.200.192:5140$雷蒙影视•IPV4『线路15』
凤凰资讯,http://117.27.190.42:9998/tsfile/live/23279_1.m3u8?$雷蒙影视•IPV4『线路16』
凤凰资讯,http://221.7.239.115:8181/tsfile/live/1064_1.m3u8$雷蒙影视•IPV4『线路17』
凤凰资讯,http://wouu.net:9977/rtp/239.93.0.118:2191Cf=cfss.cc$雷蒙影视•IPV4『线路18』
凤凰资讯,http://117.27.190.42:9998/tsfile/live/23279_1.m3u8?key=txiptv&playlive=1&authid=0$雷蒙影视•IPV4『线路19』
凤凰资讯,http://221.225.236.123:9901/tsfile/live/1007_1.m3u8$雷蒙影视•IPV4『线路20』
凤凰资讯,http://13457610200.8866.org:2018/live/凤凰资讯/index.m3u8$雷蒙影视•IPV4『线路21』
凤凰资讯,http://116.162.6.191/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226320/index.m3u8$雷蒙影视•IPV4『线路22』
凤凰资讯,http://171.108.239.84:8181/tsfile/live/1024_1.m3u8$雷蒙影视•IPV4『线路23』
凤凰资讯,http://119.125.104.34:9901/tsfile/live/1037_1.m3u8$雷蒙影视•IPV4『线路24』
凤凰资讯,https://www.goodiptv.club/youtube/a3WZVssKlAI$雷蒙影视•IPV4『线路25』
凤凰资讯,http://ycsj.aguihome.com:4022/rtp/233.50.200.192:5140$雷蒙影视•IPV4『线路26』
凤凰资讯,http://171.108.239.79:8181/tsfile/live/1024_1.m3u8$雷蒙影视•IPV4『线路27』
凤凰资讯,http://171.108.239.56:8181/tsfile/live/1024_1.m3u8$雷蒙影视•IPV4『线路28』
凤凰资讯,http://117.114.153.1:8180/TV00000000000000000068@HHZT$雷蒙影视•IPV4『线路29』
凤凰资讯,http://117.114.153.18:8180/TV00000000000000000068@HHZT$雷蒙影视•IPV4『线路30』
凤凰资讯,http://play-flive.ifeng.com/live/06OLEEWQKN4.m3u8$雷蒙影视•IPV4『线路31』
凤凰资讯,http://113.64.145.91:8081/hls/36/index.m3u8$雷蒙影视•IPV4『线路32』
凤凰资讯,http://118.254.200.222:8888/udp/239.76.246.8:1234$雷蒙影视•IPV4『线路33』
凤凰资讯,http://118.254.200.222:8888/udp/239.76.253.134:9000$雷蒙影视•IPV4『线路34』
凤凰资讯,http://118.254.200.222:8888/udp/239.76.246.135:1234$雷蒙影视•IPV4『线路35』
凤凰资讯,http://118.248.154.19:8888/udp/239.76.246.8:1234$雷蒙影视•IPV4『线路36』
凤凰资讯,http://118.248.154.19:8888/udp/239.76.253.134:9000$雷蒙影视•IPV4『线路37』
凤凰资讯,http://118.248.154.19:8888/udp/239.76.246.135:1234$雷蒙影视•IPV4『线路38』
凤凰资讯,http://118.254.158.191:8888/udp/239.76.246.8:1234$雷蒙影视•IPV4『线路39』
凤凰资讯,http://118.254.158.191:8888/udp/239.76.253.134:9000$雷蒙影视•IPV4『线路40』
凤凰资讯,http://118.254.158.191:8888/udp/239.76.246.135:1234$雷蒙影视•IPV4『线路41』
凤凰资讯,http://113.218.137.172:9999/udp/239.76.246.8:1234$雷蒙影视•IPV4『线路42』
凤凰资讯,http://113.218.137.172:9999/udp/239.76.253.134:9000$雷蒙影视•IPV4『线路43』
凤凰资讯,http://113.218.137.172:9999/udp/239.76.246.135:1234$雷蒙影视•IPV4『线路44』
凤凰资讯,http://118.254.200.104:8888/udp/239.76.246.8:1234$雷蒙影视•IPV4『线路45』
凤凰资讯,http://118.254.200.104:8888/udp/239.76.253.134:9000$雷蒙影视•IPV4『线路46』
凤凰资讯,http://118.254.200.104:8888/udp/239.76.246.135:1234$雷蒙影视•IPV4『线路47』
凤凰资讯,http://222.209.182.205:8000/udp/239.93.0.118:2191$雷蒙影视•IPV4『线路48』
凤凰资讯,http://222.209.182.205:8000/udp/239.93.1.4:2191$雷蒙影视•IPV4『线路49』
凤凰资讯,http://110.184.18.208:4022/udp/239.93.0.118:2191$雷蒙影视•IPV4『线路50』
凤凰资讯,http://110.184.18.208:4022/udp/239.93.1.4:2191$雷蒙影视•IPV4『线路51』
凤凰资讯,http://118.113.41.147:4022/udp/239.93.0.118:2191$雷蒙影视•IPV4『线路52』
凤凰资讯,http://118.113.41.147:4022/udp/239.93.1.4:2191$雷蒙影视•IPV4『线路53』
凤凰资讯,http://121.24.99.226:8090/hls/70/index.m3u8$雷蒙影视•IPV4『线路54』
凤凰资讯,http://121.24.98.46:8090/hls/70/index.m3u8$雷蒙影视•IPV4『线路55』
凤凰资讯,http://121.24.99.16:8090/hls/70/index.m3u8$雷蒙影视•IPV4『线路56』
凤凰资讯,http://125.115.210.167:4022/udp/233.50.200.192:5140$雷蒙影视•IPV4『线路57』
凤凰资讯,http://115.192.205.142:9999/udp/233.50.200.192:5140$雷蒙影视•IPV4『线路58』
凤凰资讯,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pin72.flv#http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pin72.m3u8$雷蒙影视•IPV4『线路59』
凤凰资讯,http://61.221.215.25:8800/hls/47/index.m3u8$雷蒙影视•IPV4『线路60』
凤凰资讯,p3p://108.181.32.169:24350/641022be000e5cc69861ad4f5a025336$雷蒙影视•IPV4『线路61』
凤凰资讯,p3p://108.181.32.169:13132/641022be000e5cc69861ad4f5a025336$雷蒙影视•IPV4『线路62』
凤凰资讯,p3p://108.181.20.159:23520/5fffbf860003807cedf4e1016c3c3ed2$雷蒙影视•IPV4『线路63』
凤凰资讯,p3p://108.181.20.159:31079/5fffbf860003807cedf4e1016c3c3ed2$雷蒙影视•IPV4『线路64』
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8$雷蒙影视•IPV4『线路65』
凤凰资讯,http://dms.yryyj.site:8188/udp/239.76.246.134:1234$雷蒙影视•IPV4『线路66』
凤凰资讯,http://dms.yryyj.site:8188/udp/239.76.253.134:9000$雷蒙影视•IPV4『线路67』
凤凰资讯,http://ayolee.com:5253/udp/239.93.1.4:2191$雷蒙影视•IPV4『线路68』
凤凰资讯,http://www.yao87.com:4022/udp/239.76.246.135:1234$雷蒙影视•IPV4『线路69』
凤凰资讯,http://yujukoo.gicp.net:8888/udp/239.93.0.118:2191$雷蒙影视•IPV4『线路70』
凤凰资讯,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226546/index.m3u8$雷蒙影视•IPV4『线路71』
凤凰资讯,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel52002/index.m3u8$雷蒙影视•IPV4『线路72』
凤凰资讯,http://117.27.190.42:9998/tsfile/live/23279_1.m3u8?key=txiptv$雷蒙影视•IPV4『线路73』
凤凰资讯,http://171.108.239.80:8181/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0$雷蒙影视•IPV4『线路74』
凤凰资讯,http://171.108.239.79:8181/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0$雷蒙影视•IPV4『线路75』
凤凰资讯,http://146.56.153.245:20121/bysid/257$雷蒙影视•IPV4『线路76』
凤凰资讯,http://wouu.net:9977/rtp/239.93.0.118:2191?Cf=cfss.cc$雷蒙影视•IPV4『线路77』
凤凰资讯,http://171.108.239.99:8181/tsfile/live/1024_1.m3u8?key=txiptv$雷蒙影视•IPV4『线路78』
凤凰资讯,http://171.108.239.99:8181/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0$雷蒙影视•IPV4『线路79』
凤凰资讯,http://118.113.146.174:8888/udp/239.93.1.4:2191$雷蒙影视•IPV4『线路80』
凤凰资讯,http://hikvision.city:880/fhzx.m3u8$雷蒙影视•IPV4『线路81』
凤凰资讯,http://103.95.24.37:880/fhzx.m3u8$雷蒙影视•IPV4『线路82』
凤凰资讯,http://171.108.239.98:8181/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0$雷蒙影视•IPV4『线路83』
凤凰资讯,https://stream1.freetv.fun/bfd140266f0bc1d9689c8cca261521038b45d662a160a3785d45d074b26899c2.m3u8$雷蒙影视•IPV4『线路84』
凤凰资讯,https://stream1.freetv.fun/5fb13a1ac8acfc0fbc7121568b65c78e0383919949c35c2a7f278a1ddd081e2b.m3u8$雷蒙影视•IPV4『线路85』
凤凰资讯,https://stream1.freetv.fun/a5857ad51b58a0f7a8c9cbdf291571692b0eed9f5ab2cfce97a211260533c0d8.m3u8$雷蒙影视•IPV4『线路86』
凤凰资讯,http://www.super109.top:7000/udp/239.254.201.3:5227$雷蒙影视•IPV4『线路87』
凤凰资讯,http://103.116.245.163/sxg/sxg.php?id=/test2_4000.m3u8$雷蒙影视•IPV4『线路88』
凤凰资讯,http://171.212.170.57:8088/udp/239.93.1.4:2191$雷蒙影视•IPV4『线路89』
凤凰资讯,https://live.yzd.jialiangos.com:4443/live/fhw/183$雷蒙影视•IPV4『线路90』
凤凰资讯,http://ali.hlspull.yximgs.com/live/huanqiuhklivetvjjpcpdvuejljyjjyfjoxvchjwhjwojjjhdjjlsjhbjfhjx.flv$雷蒙影视•IPV4『线路91』
凤凰资讯,http://wouu.net:9977/udp/239.93.0.118:2191$雷蒙影视•IPV4『线路92』
凤凰资讯,http://110.185.65.123:4443/udp/239.93.0.118:2191$雷蒙影视•IPV4『线路93』
凤凰资讯,http://210.210.155.37/qwr9ew/s/s21/01.m3u8$雷蒙影视•IPV4『线路94』
凤凰资讯,http://www.372583307.top:4022/udp/233.50.200.192:5140$雷蒙影视•IPV4『线路95』
凤凰资讯,http://cdn9.1678520.xyz/xsj2.1.php?id=phtv-info$雷蒙影视•IPV4『线路96』
凤凰资讯,http://119.125.104.162:9901/tsfile/live/1037_1.m3u8$雷蒙影视•IPV4『线路97』
